"Date","Open","High","Low","Close"
"17 Oct 2022","39295.60","39974.70","39146.70","39920.45"
"14 Oct 2022","39446.05","39570.85","39196.30","39305.60"
"13 Oct 2022","38957.65","39061.30","38437.95","38624.00"
"12 Oct 2022","38784.20","39164.10","38606.40","39118.55"
"11 Oct 2022","39058.85","39174.95","38622.75","38712.45"
"10 Oct 2022","38641.55","39315.70","38518.30","39093.10"
"07 Oct 2022","39093.50","39235.05","38807.50","39178.05"
"06 Oct 2022","39343.70","39608.35","39232.90","39282.85"
"04 Oct 2022","38700.40","39177.50","38596.90","39110.05"
"03 Oct 2022","38444.9","38641.6","37963.25","38029.65"
"30 Sep 2022","37660","38811","37386.35","38631.95"
"29 Sep 2022","38092.85","38283.40","37536.65","37647.75"
"28 Sep 2022","38081.25","38368.80","37626.20","37759.85"
"27 Sep 2022","38811.7","39050.5","38184.9","38359.15"
"26 Sep 2022","39027.85","39229.4","38492.2","38616.25"
"23 Sep 2022","40429.35","40528.40","39412.70","39546.25"
"22 Sep 2022","40889.05","41159.20","40360.20","40630.60"
"21 Sep 2022","41282.60","41501.70","40889.15","41203.45"
"20 Sep 2022","41304.15","41677.65","41207.30","41468.30"
"19 Sep 2022","40685.60","41184.25","40509.90","40904.40"
"16 Sep 2022","40977.20","41162.50","40502.05","40776.80"
"15 Sep 2022","41533.70","41840.15","41153.50","41209.20"
"14 Sep 2022","40308.80","41626.90","40288.90","41405.40"
"13 Sep 2022","40802.10","40904.30","40693.95","40873.10"
"12 Sep 2022","40540.45","40684.90","40377.90","40574.00"
"09 Sep 2022","40520.75","40685.95","40280.30","40415.70"
"08 Sep 2022","39763.90","40265.75","39706.40","40208.95"
"07 Sep 2022","39337.75","39572.05","39258.25","39455.90"
"06 Sep 2022","39892.95","40073.75","39564.30","39666.50"
"05 Sep 2022","39412.05","39865.20","39407.40","39805.75"
"02 Sep 2022","39422.30","39595.85","39200.45","39421.00"
"01 Sep 2022","38806.70","39667.65","38803.30","39301.25"
"30 Aug 2022","38516.95","39606.55","38472.70","39536.75"
"29 Aug 2022","38111.60","38397.10","37943.85","38276.70"
"26 Aug 2022","39129.65","39337.10","38846.80","38987.15"
"25 Aug 2022","39190.05","39471.75","38803.70","38950.75"
"24 Aug 2022","38552.70","39120.80","38552.20","39038.50"
"23 Aug 2022","37955.45","38869.90","37950.85","38697.65"
"22 Aug 2022","38693.65","38732.85","38247.25","38297.75"
"19 Aug 2022","39732.65","39759.15","38848.40","38985.95"
"18 Aug 2022","39324.40","39703.70","39291.15","39656.15"
"17 Aug 2022","39351.30","39504.50","39202.80","39461.70"
"16 Aug 2022","39284.10","39444.60","39119.90","39239.65"
"12 Aug 2022","38942.45","39088.90","38739.95","39042.30"
"11 Aug 2022","38712.95","38932.10","38648.90","38879.85"
"10 Aug 2022","38298.85","38402.95","38155.30","38287.85"
"08 Aug 2022","37847.35","38302.35","37681.45","38237.40"
"05 Aug 2022","37868.25","38150.45","37779.90","37920.60"
"04 Aug 2022","38111.05","38231.85","37249.50","37755.55"
"03 Aug 2022","37954.55","38068.60","37692.95","37989.25"
"02 Aug 2022","37767.70","38179.85","37632.30","38024.00"
"01 Aug 2022","37594.15","37939.60","37407.20","37903.20"
"29 Jul 2022","37717.30","37754.65","37221.15","37491.40"
"28 Jul 2022","37102.45","37414.40","37028.50","37378.15"
"27 Jul 2022","36370.55","36808.30","36248.60","36783.75"
"26 Jul 2022","36688.55","36695.75","36334.10","36408.50"
"25 Jul 2022","36766.70","37011.20","36464.65","36726.40"
"22 Jul 2022","36322.90","36823.45","36286.35","36738.95"
"21 Jul 2022","36026.55","36331.70","35887.35","36201.00"
"20 Jul 2022","36061.30","36182.70","35876.55","35972.10"
"19 Jul 2022","35113.25","35761.65","35110.50","35720.35"
"18 Jul 2022","34841.85","35382.50","34804.40","35358.70"
"15 Jul 2022","34734.45","34899.95","34463.90","34682.65"
"14 Jul 2022","34817.95","35027.60","34558.45","34651.20"
"13 Jul 2022","35259.80","35308.15","34757.60","34827.80"
"12 Jul 2022","35298.70","35419.65","35047.50","35132.25"
"11 Jul 2022","35017.60","35543.10","35006.55","35469.65"
"08 Jul 2022","35258.90","35262.10","34977.75","35124.05"
"07 Jul 2022","34627.40","34965.75","34553.10","34920.30"
"06 Jul 2022","33929.40","34388.50","33876.15","34324.25"
"05 Jul 2022","34084.70","34361.05","33757.00","33815.90"
"04 Jul 2022","33558.85","33978.50","33515.60","33940.90"
"01 Jul 2022","33264.75","33666.50","33080.45","33539.45"
"30 Jun 2022","33180.70","33659.30","33179.60","33425.10"
"29 Jun 2022","33273.55","33422.80","33185.25","33269.90"
"28 Jun 2022","33578.20","33745.30","33503.30","33642.45"
"27 Jun 2022","34126.20","34147.50","33735.50","33811.25"
"24 Jun 2022","33434.80","33721.90","33390.85","33627.45"
"23 Jun 2022","32927.40","33431.75","32652.15","33135.00"
"22 Jun 2022","33051.65","33106.95","32758.15","32845.30"
"21 Jun 2022","32978.05","33593.80","32797.55","33191.75"
"20 Jun 2022","32873.40","32926.10","32426.40","32684.80"
"17 Jun 2022","32393.45","32889.80","32290.55","32743.05"
"16 Jun 2022","33648.80","33756.50","32537.95","32617.10"
"15 Jun 2022","33317.80","33554.55","33249.55","33339.00"
"14 Jun 2022","33180.60","33618.15","33123.90","33311.35"
"13 Jun 2022","33728.65","33774.05","33210.35","33405.85"
"10 Jun 2022","34686.95","34752.45","34346.65","34483.80"
"09 Jun 2022","34802.25","35149.10","34659.10","35085.45"
"08 Jun 2022","35165.65","35449.90","34831.75","34946.15"
"07 Jun 2022","35080.80","35154.30","34834.40","34996.00"
"06 Jun 2022","35159.15","35424.50","35072.30","35310.20"
"03 Jun 2022","35929.55","35958.45","35175.10","35275.05"
"02 Jun 2022","35470.95","35676.20","35385.00","35613.65"
"01 Jun 2022","35358.95","35768.70","35285.45","35620.80"
"31 May 2022","35615.30","35881.95","35288.95","35487.40"
"30 May 2022","35958.80","36083.70","35748.45","35826.95"
"27 May 2022","35326.60","35694.85","35291.95","35613.30"
"26 May 2022","34670.60","35222.05","34424.75","35094.90"
"25 May 2022","34491.80","34722.60","34285.80","34339.50"
"24 May 2022","34223.20","34586.45","34115.80","34290.15"
"23 May 2022","34321.40","34819.95","34117.35","34247.60"
"20 May 2022","33765.15","34358.05","33658.05","34276.40"
"19 May 2022","33461.00","33633.95","33180.60","33315.65"
"18 May 2022","34448.20","34655.80","34134.70","34163.70"
"17 May 2022","33796.20","34366.05","33680.60","34301.90"
"16 May 2022","33256.00","33821.65","33001.75","33597.60"
"13 May 2022","33925.95","34002.20","33007.90","33121.35"
"12 May 2022","34289.10","34341.20","33297.65","33532.15"
"11 May 2022","34686.30","34793.20","34143.20","34693.15"
"10 May 2022","34181.20","34781.80","34176.80","34482.65"
"09 May 2022","34091.75","34554.35","33927.20","34275.40"
"06 May 2022","34569.10","34797.95","34353.20","34591.20"
"05 May 2022","35705.35","35934.85","35133.80","35232.85"
"04 May 2022","36266.15","36309.30","35127.85","35264.55"
"02 May 2022","35627.60","36235.25","35618.20","36163.75"
"29 Apr 2022","36474.05","36718.80","35978.95","36088.15"
"28 Apr 2022","36189.95","36501.10","35951.10","36422.20"
"27 Apr 2022","36067.55","36175.90","35747.15","36028.85"
"26 Apr 2022","36515.35","36604.55","36265.90","36404.80"
"25 Apr 2022","35792.35","36270.15","35511.40","36082.35"
"22 Apr 2022","36514.15","36578.95","35991.50","36044.75"
"21 Apr 2022","36513.10","36913.35","36395.70","36816.10"
"20 Apr 2022","36482.60","36513.85","36114.05","36314.90"
"19 Apr 2022","36806.80","37123.55","35926.30","36341.60"
"18 Apr 2022","36833.15","36965.85","36441.35","36729.00"
"13 Apr 2022","37887.30","37988.60","37408.20","37463.40"
"12 Apr 2022","37407.40","37920.60","37264.45","37747.40"
"11 Apr 2022","37591.75","37941.75","37524.45","37613.80"
"08 Apr 2022","37619.70","37884.20","37405.20","37752.05"
"07 Apr 2022","37421.75","37975.90","37346.80","37557.35"
"06 Apr 2022","37711.30","37868.50","37513.85","37632.80"
"05 Apr 2022","38731.30","38759.25","37935.95","38067.90"
"04 Apr 2022","37824.95","38765.85","37665.55","38635.20"
"01 Apr 2022","36298.35","37209.80","36242.35","37148.50"
"31 Mar 2022","36457.20","36590.85","36278.15","36373.60"
"30 Mar 2022","36241.55","36421.10","36070.55","36334.30"
"29 Mar 2022","35931.75","35977.20","35506.55","35847.40"
"28 Mar 2022","35488.70","35770.80","35016.30","35710.50"
"25 Mar 2022","35700.40","35717.40","35203.85","35410.10"
"24 Mar 2022","35633.70","35957.70","35421.70","35527.10"
"23 Mar 2022","36627.70","36827.60","36064.75","36147.35"
"22 Mar 2022","35975.60","36468.80","35384.75","36348.55"
"21 Mar 2022","36545.85","36600.20","35900.20","36018.50"
"17 Mar 2022","36302.00","36611.95","36261.65","36428.55"
"16 Mar 2022","35555.75","35806.35","35461.55","35748.25"
"15 Mar 2022","35467.95","35643.80","34706.05","35022.65"
"14 Mar 2022","34660.25","35435.10","34625.05","35312.15"
"11 Mar 2022","34331.00","34880.05","34094.30","34546.25"
"10 Mar 2022","35153.95","35374.15","34218.05","34475.60"
"09 Mar 2022","33278.90","33969.50","32948.90","33815.45"
"08 Mar 2022","32531.90","33263.55","32155.35","33158.10"
"07 Mar 2022","33278.15","33543.30","32376.50","32871.25"
"04 Mar 2022","34526.10","35097.75","34094.10","34407.80"
"03 Mar 2022","35621.15","35804.15","34721.15","34944.30"
"02 Mar 2022","35381.9","35553.7","34897.45","35372.80"
"28 Feb 2022","35938.95","36270.25","35611.9","36205.30"
"25 Feb 2022","35901.7","36684.65","35768.2","36430.75"
"24 Feb 2022","36085.2","36709.15","34991.35","35228.10"
"23 Feb 2022","37628.55","37774.60","37318.00","37392.05"
"22 Feb 2022","36833.00","37659.40","36818.10","37371.65"
"21 Feb 2022","37400.00","38054.40","37156.80","37685.60"
"18 Feb 2022","37344.45","37817.55","37304.45","37599.15"
"17 Feb 2022","38042.10","38124.50","37425.60","37531.65"
"16 Feb 2022","38296.50","38461.70","37762.80","37953.80"
"15 Feb 2022","36989.80","38231.60","36651.85","38170.10"
"14 Feb 2022","37664.00","37796.55","36828.05","36908.55"
"11 Feb 2022","38567.65","38790.25","38396.40","38517.25"
"10 Feb 2022","38801.45","39197.20","38520.00","39010.95"
"09 Feb 2022","38283.60","38648.15","38192.00","38610.25"
"08 Feb 2022","38176.10","38222.10","37319.05","38028.45"
"07 Feb 2022","38592.05","38837.55","37802.70","37995.45"
"04 Feb 2022","39128.00","39278.60","38562.60","38789.35"
"03 Feb 2022","39255.70","39424.85","38861.15","39010.00"
"02 Feb 2022","38841.55","39386.60","38752.65","39330.50"
"01 Feb 2022","38460.45","38802.70","37690.60","38505.50"
"31 Jan 2022","38091.80","38217.25","37647.85","37975.35"
"28 Jan 2022","38246.60","38421.70","37581.50","37689.40"
"27 Jan 2022","37058.20","38147.65","37012.25","37982.10"
"25 Jan 2022","36598.05","37788.80","36415.60","37706.75"
"24 Jan 2022","37601.95","37694.70","36375.35","36947.55"
"21 Jan 2022","37522.35","37741.00","37224.25","37574.30"
"20 Jan 2022","38106.10","38167.95","37591.85","37850.85"
"19 Jan 2022","38145.75","38330.50","37769.25","38041.35"
"18 Jan 2022","38337.40","38855.55","38095.40","38210.30"
"17 Jan 2022","38212.55","38617.50","38138.25","38216.15"
"14 Jan 2022","38302.35","38448.05","38007.75","38370.40"
"13 Jan 2022","38717.55","38717.55","38376.15","38469.95"
"12 Jan 2022","38719.60","38851.45","38604.60","38727.55"
"11 Jan 2022","38370.00","38504.60","38031.75","38442.20"
"10 Jan 2022","37930.55","38400.35","37929.35","38347.90"
"07 Jan 2022","37667.05","38134.85","37427.80","37739.60"
"06 Jan 2022","37242.55","37752.50","37058.45","37490.25"
"05 Jan 2022","36943.55","37862.40","36756.35","37695.90"
"04 Jan 2022","36551.25","36887.80","36374.40","36840.15"
"03 Jan 2022","35585.20","36492.10","35526.60","36421.90"
"31 Dec 2021","35114.4","35596.95","35113.75","35481.70"
"30 Dec 2021","34977.65","35179.05","34751.25","35063.60"
"29 Dec 2021","35168.85","35378.3","34890.8","35045.40"
"28 Dec 2021","35308.3","35352.4","35037.9","35183.80"
"27 Dec 2021","34573.65","35143.7","34233","35057.90"
"24 Dec 2021","35282.2","35327.95","34583.4","34857.05"
"23 Dec 2021","35350.5","35477.3","35046.25","35191.15"
"22 Dec 2021","34865.25","35112.1","34687.6","35029.50"
"21 Dec 2021","34863.35","35050","34389.95","34607.85"
"20 Dec 2021","35124.35","35231.1","34018.45","34439.85"
"17 Dec 2021","36491.8","36550.75","35535.05","35618.65"
"16 Dec 2021","37092.95","37159.3","36385.75","36548.65"
"15 Dec 2021","36929.5","37083.5","36743.2","36789.55"
"14 Dec 2021","36778.95","37039.05","36545.4","36893.95"
"13 Dec 2021","37358.2","37581.05","36861.9","36925.25"
"10 Dec 2021","37083.15","37153.25","36824.4","37105.65"
"09 Dec 2021","37331.75","37397.55","36884.45","37082.45"
"08 Dec 2021","37052.75","37384.8","36905.15","37284.70"
"07 Dec 2021","36086.95","36820.7","36013.95","36618.40"
"06 Dec 2021","36252.75","36344.55","35696.75","35735.90"
"03 Dec 2021","36497.3","36844","36062.85","36197.15"
"02 Dec 2021","36281.85","36563.5","36166.7","36508.25"
"01 Dec 2021","35902.9","36445.35","35805","36364.90"
"30 Nov 2021","35958.8","36774.2","35526.35","35695.30"
"29 Nov 2021","36224.45","36347.85","35327.9","35976.45"
"26 Nov 2021","36830.9","36868.9","35904.1","36025.50"
"25 Nov 2021","37362.05","37507.95","37118.4","37364.75"
"24 Nov 2021","37384.75","37891.9","37238.05","37441.95"
"23 Nov 2021","36787","37448.75","36647.55","37272.80"
"22 Nov 2021","38232.15","38241","36655.4","37128.80"
"18 Nov 2021","38071.9","38233.95","37748.45","37976.25"
"17 Nov 2021","38113.4","38456.3","37981.2","38041.55"
"16 Nov 2021","38710.9","38724.7","38211.1","38307.10"
"15 Nov 2021","38849.45","39117.15","38606.6","38702.35"
"12 Nov 2021","38707.15","38822.85","38467.8","38733.35"
"11 Nov 2021","38913.05","38929.95","38346.05","38560.20"
"10 Nov 2021","39206.2","39220.3","38873.8","39023.25"
"09 Nov 2021","39517.85","39560.6","39223.4","39368.80"
"08 Nov 2021","39674.05","39674.05","38932.15","39438.25"
"04 Nov 2021","39669.1","39734.7","39514.15","39573.70"
"03 Nov 2021","40040.65","40160.2","39304.85","39402.05"
"02 Nov 2021","39796.9","40107.6","39590.7","39938.45"
"01 Nov 2021","39432.15","39862.6","39120.65","39763.75"
"29 Oct 2021","39424.55","39775.25","38426.65","39115.60"
"28 Oct 2021","40915.15","40931.05","39350.2","39508.95"
"27 Oct 2021","41234.55","41347","40750","40874.35"
"26 Oct 2021","41057.75","41367.25","40829.15","41238.30"
"25 Oct 2021","40961.25","41829.6","40508.1","41192.40"
"22 Oct 2021","40192.65","40587.35","40149.55","40323.65"
"21 Oct 2021","39676.55","40200.45","39428.1","40030.20"
"20 Oct 2021","39545.45","39774.55","39292.8","39518.20"
"19 Oct 2021","39927.3","40011.15","39394.25","39540.50"
"18 Oct 2021","39794.25","39947.6","39569.55","39684.80"
"14 Oct 2021","38684.65","39375.05","38673","39340.90"
"13 Oct 2021","38735.3","38779.05","38502.7","38635.75"
"12 Oct 2021","38178.35","38609.6","38144.6","38521.50"
"11 Oct 2021","37782.75","38495.3","37744.65","38293.80"
"08 Oct 2021","37906.4","38105.2","37674.35","37775.25"
"07 Oct 2021","37894","37923.65","37650.25","37753.20"
"06 Oct 2021","37768.8","38106.85","37452","37521.55"
"05 Oct 2021","37499.8","37786.6","37364.75","37741.00"
"04 Oct 2021","37392.15","37670.7","37355.6","37579.65"
"01 Oct 2021","37140.4","37299.4","36876.35","37225.90"
"30 Sep 2021","37677.8","37884.85","37354.25","37425.10"
"29 Sep 2021","37601.1","37923.45","37371.05","37743.00"
"28 Sep 2021","38360","38377.25","37315.2","37945.00"
"27 Sep 2021","38054.75","38355.2","37968.2","38171.25"
"24 Sep 2021","37954","38112.6","37680","37830.30"
"23 Sep 2021","37241.25","37830.75","37216.15","37771.70"
"22 Sep 2021","37277.1","37328.6","36885.6","36944.65"
"21 Sep 2021","37238.4","37340.7","36525.95","37235.85"
"20 Sep 2021","37388.2","37802.75","37068.45","37145.70"
"17 Sep 2021","37929.5","38112.75","37396.05","37811.95"
"16 Sep 2021","36946","37720.15","36907.75","37668.60"
"15 Sep 2021","36543.55","36949.7","36496.05","36852.25"
"14 Sep 2021","36639.95","36756","36529.65","36613.05"
"13 Sep 2021","36608.45","36724.85","36327.05","36471.80"
"09 Sep 2021","36725.5","36857.2","36566.7","36683.20"
"08 Sep 2021","36519.7","36855.9","36393.6","36768.20"
"07 Sep 2021","36558.85","36685.85","36151.95","36468.80"
"06 Sep 2021","36878.25","36923.65","36554.45","36592.35"
"03 Sep 2021","36883.65","37140","36563.2","36761.15"
"02 Sep 2021","36588.4","36895.55","36469","36831.30"
"01 Sep 2021","36591.45","36997.7","36487.15","36574.30"
"31 Aug 2021","36367.4","36552.8","36216.2","36424.60"
"30 Aug 2021","35781.05","36398.45","35721.9","36347.65"
"27 Aug 2021","35559.75","35727.9","35359.25","35627.80"
"26 Aug 2021","35485.95","35785.8","35411.8","35617.55"
"25 Aug 2021","35768.85","35910.3","35499.65","35586.25"
"24 Aug 2021","35200.75","35795.3","35070","35712.10"
"23 Aug 2021","35424.2","35427.4","34817.5","35124.40"
"20 Aug 2021","35146.5","35306.5","34926.5","35033.85"
"18 Aug 2021","36222.5","36248.9","35432","35554.50"
"17 Aug 2021","35935.05","35993.7","35611.85","35867.45"
"16 Aug 2021","36100.65","36261.55","36032.4","36094.50"
"13 Aug 2021","36000.75","36233.3","35937.1","36169.35"
"12 Aug 2021","35825.4","35998.15","35702.9","35937.05"
"11 Aug 2021","36218.25","36227.55","35531.35","35806.40"
"10 Aug 2021","35954.55","36317","35890.5","36034.10"
"09 Aug 2021","35824.2","36159.85","35612.3","36028.95"
"06 Aug 2021","35875.8","36080.1","35700.45","35809.25"
"05 Aug 2021","36093.95","36115.45","35661.3","35834.75"
"04 Aug 2021","35388.15","36219.8","35313","36028.05"
"03 Aug 2021","34660.75","35238.45","34649.2","35207.45"
"02 Aug 2021","34760.9","34861.75","34588.25","34710.00"
"30 Jul 2021","34698.75","34738.75","34445.4","34584.35"
"29 Jul 2021","34740.3","34778.15","34495.2","34691.50"
"28 Jul 2021","34839.45","34841.55","34115.2","34532.90"
"27 Jul 2021","35029.3","35186.1","34713.55","34797.45"
"26 Jul 2021","34947.85","35138.2","34669.55","34949.70"
"23 Jul 2021","34748.35","35088","34404.75","35034.40"
"22 Jul 2021","34774.55","34989.1","34557.85","34677.30"
"20 Jul 2021","34791.15","34894.15","34357.35","34415.45"
"19 Jul 2021","35070.5","35347.05","34899.2","35079.20"
"16 Jul 2021","35977.95","35977.95","35674.75","35751.80"
"15 Jul 2021","35757.45","35985.25","35625.7","35907.65"
"14 Jul 2021","35585.85","35804.05","35434.75","35668.25"
"13 Jul 2021","35480.05","35727.85","35340.7","35673.40"
